Hostname,Host ID,Last Seen,First Seen,Platform,OS Version,Type,Local IP,External IP,MAC Address,Sensor Version,Host Groups,Sensor Tags,Last Logged In User Account,Prevention Policy,Sensor Update Policy,Content Update Policy,Host Retention Policy
DESKTOP-V3J8K0V,ff86551afe84461c9a9dc8681c46ce3e,2025-12-08T09:12:55Z,2025-02-06T03:12:46Z,Windows,Windows 11,Workstation,10.134.112.205,110.164.235.150,38-ca-84-b4-12-3d,7.27.19907.0,"Client,uninstall-group","SensorGroupingTags/rtsd-O6,SensorGroupingTags/Outsite,SensorGroupingTags/Client",teletubbies8008@outlook.com,"Recommended policy
24 Jun 25 03:37 UTC","uninstall
09 Oct 25 02:36 UTC","platform_default
17 Apr 25 07:11 UTC","Default Policy (Windows, Linux, Mac, ChromeOS, K8S)
06 Feb 25 03:15 UTC"
DESKTOP-V84FRSO,3c974d9507d44f9685ffd566a7ea4170,2025-12-09T02:00:20Z,2025-06-24T06:28:23Z,Windows,Windows 10,Workstation,10.104.187.150,110.164.235.145,f4-8e-38-b4-2b-df,7.27.19907.0,"Client,uninstall-group","SensorGroupingTags/afdc-O1,SensorGroupingTags/Outsite,SensorGroupingTags/Client",Turakan,"Recommended policy
24 Jun 25 06:37 UTC","uninstall
14 Oct 25 01:40 UTC","platform_default
24 Jun 25 06:32 UTC","Default Policy (Windows, Linux, Mac, ChromeOS, K8S)
24 Jun 25 06:37 UTC"
DESKTOP-V9CU3CR,e636f0f56206484f8aedd8e3fe66aca2,2025-12-04T06:46:44Z,2025-01-28T03:32:19Z,Windows,Windows 10,Workstation,10.104.184.151,110.164.235.138,68-14-01-99-c5-99,7.27.19907.0,"Client,uninstall-group","SensorGroupingTags/afdc-O1,SensorGroupingTags/Outsite,SensorGroupingTags/Client",AFDC-FIN,"Recommended policy
21 Apr 25 02:04 UTC","uninstall
14 Oct 25 07:54 UTC","platform_default
21 Apr 25 01:57 UTC","Default Policy (Windows, Linux, Mac, ChromeOS, K8S)
28 Jan 25 03:33 UTC"
DESKTOP-V9U5CMI,8008c685e54f43dab1c99b05055e3bfb,2025-12-09T01:51:42Z,2025-02-06T06:06:54Z,Windows,Windows 10,Workstation,10.132.13.35,83.118.88.66,2c-f0-5d-dd-26-c3,7.27.19907.0,"Client,uninstall-group","SensorGroupingTags/afsc-O5,SensorGroupingTags/Outsite,SensorGroupingTags/Client",Class2-4,"Recommended policy
03 Apr 25 10:09 UTC","uninstall
09 Oct 25 02:20 UTC","platform_default
23 Apr 25 02:55 UTC","Default Policy (Windows, Linux, Mac, ChromeOS, K8S)
06 Feb 25 06:10 UTC"
DESKTOP-VA0GMMI,435c28e9c7ce46f3aa2bb85b614ab673,2025-12-09T01:20:33Z,2025-02-07T02:36:13Z,Windows,Windows 10,Workstation,10.134.48.213,110.164.235.152,e4-fa-c4-87-ab-ca,7.27.19909.0,"Client,uninstall-group","SensorGroupingTags/thaindc-O10,SensorGroupingTags/Outsite,SensorGroupingTags/Client",NDC16012568,"Recommended policy
04 Apr 25 03:03 UTC","uninstall
09 Oct 25 01:59 UTC","platform_default
22 Apr 25 03:45 UTC","Default Policy (Windows, Linux, Mac, ChromeOS, K8S)
07 Feb 25 02:37 UTC"
DESKTOP-VAC4AQM,34363baaf0074b68be2b07a466f425f7,2025-12-09T01:40:52Z,2025-02-13T06:58:22Z,Windows,Windows 10,Workstation,10.104.100.113,1.179.227.154,48-4d-7e-b8-b5-45,7.27.19907.0,"Client,uninstall-group","SensorGroupingTags/RTARFHQ-J-B0-fl16,SensorGroupingTags/Insite,SensorGroupingTags/Client",,"Recommended policy
02 Apr 25 10:16 UTC","uninstall
20 Oct 25 01:30 UTC","platform_default
17 Apr 25 00:48 UTC","Default Policy (Windows, Linux, Mac, ChromeOS, K8S)
13 Feb 25 06:59 UTC"
DESKTOP-VAC4AQM,45e9df687caf495dbe08f4238f339835,2025-12-09T02:04:57Z,2025-02-13T03:05:32Z,Windows,Windows 10,Workstation,10.104.100.192,1.179.227.153,b0-83-fe-9b-65-13,7.27.19909.0,"Client,uninstall-group","SensorGroupingTags/RTARFHQ-J-B0-fl16,SensorGroupingTags/Insite,SensorGroupingTags/Client",,"Recommended policy
03 Apr 25 02:36 UTC","uninstall
09 Oct 25 02:00 UTC","platform_default
17 Apr 25 01:48 UTC","Default Policy (Windows, Linux, Mac, ChromeOS, K8S)
13 Feb 25 03:07 UTC"
DESKTOP-VAC4AQM,72e4dafa335b47e2ab550f2451327497,2025-12-01T02:00:47Z,2025-02-17T10:48:50Z,Windows,Windows 10,Workstation,10.104.250.54,110.164.235.141,18-0f-76-f9-83-7d,7.27.19907.0,"Client,uninstall-group","SensorGroupingTags/J6-J-B7-fl456,SensorGroupingTags/Insite,SensorGroupingTags/Client",,"Recommended policy
03 Apr 25 01:49 UTC","uninstall
12 Nov 25 09:24 UTC","platform_default
21 Apr 25 04:45 UTC","Default Policy (Windows, Linux, Mac, ChromeOS, K8S)
17 Feb 25 11:00 UTC"
DESKTOP-VAO68HD,bc2101a0e67b467c8b8575982d56b5fc,2025-11-05T06:16:00Z,2025-01-27T07:32:09Z,Windows,Windows 10,Workstation,10.104.186.188,110.164.235.155,dc-4a-3e-94-14-7c,7.27.19907.0,"Client,uninstall-group","SensorGroupingTags/afdc-O1,SensorGroupingTags/Outsite,SensorGroupingTags/Client",NooN,"Recommended policy
04 Apr 25 03:03 UTC","uninstall
09 Oct 25 08:24 UTC","platform_default
17 Apr 25 01:09 UTC","Default Policy (Windows, Linux, Mac, ChromeOS, K8S)
27 Jan 25 07:34 UTC"
DESKTOP-VAVMPR7,9fe92574450f45ec9b5d47521fee7e15,2025-12-09T02:01:48Z,2025-02-05T07:43:44Z,Windows,Windows 11,Workstation,10.104.195.49,110.164.235.154,64-00-6a-2e-67-f9,7.27.19907.0,"Client,uninstall-group","SensorGroupingTags/rdpscc-O4,SensorGroupingTags/Outsite,SensorGroupingTags/Client",OIL_SOMPONG,"Recommended policy
03 Apr 25 03:26 UTC","uninstall
10 Oct 25 02:24 UTC","platform_default
17 Apr 25 02:47 UTC","Default Policy (Windows, Linux, Mac, ChromeOS, K8S)
05 Feb 25 07:46 UTC"
DESKTOP-VB55KI0,0ed2d2629e404acaa0e32dc9a7a939a9,2025-12-09T01:51:03Z,2025-02-04T04:06:37Z,Windows,Windows 10,Workstation,10.100.124.195,1.179.227.156,e8-d8-d1-c9-b4-c0,7.27.19909.0,"Client,uninstall-group","SensorGroupingTags/J1-J-B0-fl2,SensorGroupingTags/Insite,SensorGroupingTags/Client",Som,"Recommended policy
03 Apr 25 01:08 UTC","uninstall
09 Oct 25 01:58 UTC","platform_default
21 Apr 25 01:37 UTC","Default Policy (Windows, Linux, Mac, ChromeOS, K8S)
04 Feb 25 04:09 UTC"
DESKTOP-VBPHTO8,831c96e0d9b24a31a90c8bf787fe0d9b,2025-12-08T09:41:27Z,2025-01-27T06:35:43Z,Windows,Windows 10,Workstation,10.104.186.108,110.164.235.151,74-56-3c-a1-7d-d9,7.27.19909.0,"Client,uninstall-group","SensorGroupingTags/afdc-O1,SensorGroupingTags/Outsite,SensorGroupingTags/Client",MCS-WIN10PRO,"Recommended policy
03 Apr 25 00:35 UTC","uninstall
09 Oct 25 02:49 UTC","platform_default
17 Apr 25 00:20 UTC","Default Policy (Windows, Linux, Mac, ChromeOS, K8S)
27 Jan 25 06:36 UTC"
DESKTOP-VDOPLJ7,9db92b96c5764ccdb4a5e9cf8849fa2c,2025-11-26T04:25:42Z,2025-02-04T03:22:28Z,Windows,Windows 10,Workstation,10.134.45.184,1.179.227.145,70-b5-e8-5b-f8-47,7.27.19907.0,"Client,uninstall-group","SensorGroupingTags/ssd-O3,SensorGroupingTags/Outsite,SensorGroupingTags/Client",rtarf,"Recommended policy
03 Apr 25 02:36 UTC","uninstall
09 Oct 25 02:41 UTC","platform_default
21 Apr 25 06:48 UTC","Default Policy (Windows, Linux, Mac, ChromeOS, K8S)
04 Feb 25 03:22 UTC"
DESKTOP-VFUQ57E,2d6b9e9f86be4886bbcb73a5f1831870,2025-12-09T01:34:00Z,2025-03-31T01:24:35Z,Windows,Windows 10,Workstation,10.100.124.188,1.179.227.149,98-90-96-9a-87-74,7.27.19909.0,"Client,uninstall-group","SensorGroupingTags/J1-J-B0-fl2,SensorGroupingTags/Insite,SensorGroupingTags/Client",Burin,"Recommended policy
03 Apr 25 01:00 UTC","uninstall
09 Oct 25 03:38 UTC","platform_default
18 Apr 25 01:04 UTC","Default Policy (Windows, Linux, Mac, ChromeOS, K8S)
31 Mar 25 01:28 UTC"
DESKTOP-VHATI6M,86a4b522b3a64cb79b1f46ea27546539,2025-12-03T04:15:49Z,2025-01-06T07:01:44Z,Windows,Windows 10,Workstation,10.33.78.146,182.232.183.6,d4-6a-6a-6f-2c-4f,7.27.19907.0,"Client,uninstall-group","SensorGroupingTags/RCC-J-B7-fl12378,SensorGroupingTags/Insite,SensorGroupingTags/Client",CYBER,"Recommended policy
03 Apr 25 01:29 UTC","uninstall
05 Oct 25 01:40 UTC","platform_default
17 Apr 25 02:44 UTC","Default Policy (Windows, Linux, Mac, ChromeOS, K8S)
06 Jan 25 07:05 UTC"
DESKTOP-VHCTI2M,65dfcd1d9ed24a9b9c1ca10cd7de0c64,2025-12-08T09:46:41Z,2025-09-11T01:27:08Z,Windows,Windows 10,Workstation,10.104.186.193,110.164.235.160,40-a8-f0-4b-8e-98,7.27.19907.0,"Client,DisableProtection,uninstall-group","SensorGroupingTags/afdc-O1,SensorGroupingTags/Outsite,SensorGroupingTags/Client,FalconGroupingTags/DisableProtection",,"DisableProtection
14 Oct 25 02:17 UTC","uninstall
09 Oct 25 07:27 UTC","platform_default
11 Sep 25 01:33 UTC","Default Policy (Windows, Linux, Mac, ChromeOS, K8S)
11 Sep 25 01:34 UTC"
DESKTOP-VJU3FJU,71e3b2b65d8d460aabe569152531a846,2025-11-21T03:24:30Z,2025-10-21T02:23:58Z,Windows,Windows 11,Workstation,10.134.48.251,110.164.235.152,ec-75-0c-ea-21-5c,7.29.20108.0,Client,"SensorGroupingTags/ndsi-O9,SensorGroupingTags/Outsite,SensorGroupingTags/Client",ที่ปรึกษา 4 วปอ,"Recommended policy
21 Oct 25 02:38 UTC","platform_default
17 Nov 25 08:30 UTC","platform_default
21 Oct 25 02:32 UTC","Default Policy (Windows, Linux, Mac, ChromeOS, K8S)
21 Oct 25 02:38 UTC"
DESKTOP-VKE4BMV,fa179427cbd04c929a0120b0ca23f06c,2025-12-08T08:31:51Z,2025-01-31T02:57:43Z,Windows,Windows 10,Workstation,10.132.12.43,83.118.88.66,e0-d5-5e-d5-15-1b,7.27.19907.0,"Client,uninstall-group","SensorGroupingTags/afsc-O5,SensorGroupingTags/Outsite,SensorGroupingTags/Client,FalconGroupingTags/overwatch-detect",SUP-2020-01,"Recommended policy
03 Apr 25 03:19 UTC","uninstall
09 Oct 25 02:50 UTC","platform_default
17 Apr 25 03:04 UTC","Default Policy (Windows, Linux, Mac, ChromeOS, K8S)
31 Jan 25 03:03 UTC"
DESKTOP-VL17RRL,7557b034c3884b4abcdf99c2390d35e3,2025-12-02T12:35:25Z,2025-01-06T06:47:49Z,Windows,Windows 11,Workstation,10.100.156.101,1.179.227.154,70-b5-e8-26-71-3c,7.27.19907.0,"Client,uninstall-group","SensorGroupingTags/RCC-J-B7-fl12378,SensorGroupingTags/Insite,SensorGroupingTags/Client",admin,"Recommended policy
03 Apr 25 01:59 UTC","uninstall
25 Sep 25 01:17 UTC","platform_default
17 Apr 25 05:06 UTC","Default Policy (Windows, Linux, Mac, ChromeOS, K8S)
06 Jan 25 06:51 UTC"
DESKTOP-VNE3367,059de8765ec147ce9761e24b707ae3b9,2025-12-09T01:36:07Z,2025-01-30T04:29:35Z,Windows,Windows 11,Workstation,10.104.244.125,110.164.235.158,c4-3d-1a-db-1b-7c,7.27.19907.0,"Client,uninstall-group","SensorGroupingTags/afdc-O1,SensorGroupingTags/Outsite,SensorGroupingTags/Client",ADMIN,"Recommended policy
14 May 25 03:49 UTC","uninstall
10 Oct 25 01:40 UTC","platform_default
17 Apr 25 01:00 UTC","Default Policy (Windows, Linux, Mac, ChromeOS, K8S)
30 Jan 25 04:32 UTC"
DESKTOP-VNELRUT,4ce44a4ef4be4ae49f0e5f43b5156157,2025-12-09T01:48:53Z,2025-01-23T06:21:44Z,Windows,Windows 11,Workstation,10.104.200.78,1.179.227.139,84-47-09-3b-8f-3a,7.27.19907.0,"Client,uninstall-group","SensorGroupingTags/RCC-J-B7-fl12378,SensorGroupingTags/Insite,SensorGroupingTags/Client",User,"Recommended policy
03 Apr 25 01:22 UTC","uninstall
24 Sep 25 07:18 UTC","platform_default
21 Apr 25 01:56 UTC","Default Policy (Windows, Linux, Mac, ChromeOS, K8S)
23 Jan 25 06:23 UTC"
DESKTOP-VPD9AP6,72bc2f3beea04cd796ac25b9be51db51,2025-12-09T02:02:57Z,2025-02-04T03:46:23Z,Windows,Windows 10,Workstation,10.134.45.192,1.179.227.153,b8-97-5a-91-2c-13,7.27.19907.0,"Client,uninstall-group","SensorGroupingTags/ssd-O3,SensorGroupingTags/Outsite,SensorGroupingTags/Client",jadha2,"Recommended policy
08 Apr 25 07:57 UTC","uninstall
10 Oct 25 02:24 UTC","platform_default
23 Apr 25 02:58 UTC","Default Policy (Windows, Linux, Mac, ChromeOS, K8S)
04 Feb 25 03:49 UTC"
DESKTOP-VQK45OV,dfbe5fbed6f9450d95e9ed985a76d659,2025-12-09T01:23:32Z,2025-02-07T03:45:40Z,Windows,Windows 11,Workstation,10.133.221.52,110.164.235.137,40-c2-ba-6b-c6-29,7.27.19907.0,"Client,uninstall-group","SensorGroupingTags/ndsi-O9,SensorGroupingTags/Outsite,SensorGroupingTags/Client",Lenovo,"Recommended policy
02 Apr 25 10:17 UTC","uninstall
09 Oct 25 02:14 UTC","platform_default
17 Apr 25 00:55 UTC","Default Policy (Windows, Linux, Mac, ChromeOS, K8S)
07 Feb 25 03:48 UTC"
DESKTOP-VQMLDQ3,660783c302994d898cd8d12176e359e9,2025-12-09T01:55:22Z,2025-01-30T06:34:18Z,Windows,Windows 10,Workstation,10.132.21.2,83.118.88.66,94-c6-91-6a-59-d6,7.27.19907.0,"Client,uninstall-group","SensorGroupingTags/afsc-O5,SensorGroupingTags/Outsite,SensorGroupingTags/Client",Oso-61-144,"Recommended policy
03 Apr 25 06:48 UTC","uninstall
08 Oct 25 04:06 UTC","platform_default
17 Apr 25 02:16 UTC","Default Policy (Windows, Linux, Mac, ChromeOS, K8S)
30 Jan 25 06:38 UTC"
DESKTOP-VRK5JA9,7d3008e4141247c29c41a571fa6099ca,2025-12-09T01:36:51Z,2025-02-07T03:10:52Z,Windows,Windows 11,Workstation,10.133.222.54,110.164.235.167,64-4e-d7-97-31-32,7.27.19909.0,"Client,uninstall-group","SensorGroupingTags/ndsi-O9,SensorGroupingTags/Outsite,SensorGroupingTags/Client",User,"Recommended policy
02 Apr 25 10:20 UTC","uninstall
09 Oct 25 02:01 UTC","platform_default
17 Apr 25 00:48 UTC","Default Policy (Windows, Linux, Mac, ChromeOS, K8S)
07 Feb 25 03:12 UTC"
DESKTOP-VROTE1D,42a0819f7a11479391ad820fd49fb0ac,2025-12-09T01:57:08Z,2025-02-06T06:34:08Z,Windows,Windows 10,Workstation,10.134.112.73,110.164.235.170,e4-54-e8-97-9b-a4,7.27.19909.0,"Client,uninstall-group","SensorGroupingTags/rtsd-O6,SensorGroupingTags/Outsite,SensorGroupingTags/Client",user,"Recommended policy
03 Apr 25 00:55 UTC","uninstall
09 Oct 25 01:58 UTC","platform_default
17 Apr 25 01:17 UTC","Default Policy (Windows, Linux, Mac, ChromeOS, K8S)
06 Feb 25 06:37 UTC"
DESKTOP-VSEKTAV,a4f4cafc5cfd4224869152bf0dd0dd98,2025-12-08T10:51:24Z,2025-02-14T02:57:49Z,Windows,Windows 10,Workstation,10.134.77.172,1.179.227.145,74-d4-35-7e-57-a0,7.27.19907.0,"Client,uninstall-group","SensorGroupingTags/oce-J-B11-fl123,SensorGroupingTags/Insite,SensorGroupingTags/Client",PC,"Recommended policy
03 Apr 25 01:28 UTC","uninstall
09 Oct 25 03:40 UTC","platform_default
21 Apr 25 03:13 UTC","Default Policy (Windows, Linux, Mac, ChromeOS, K8S)
14 Feb 25 02:59 UTC"
DIV07-01,f6460f5b35a346b99d35f046040f9bce,2025-12-08T14:18:54Z,2025-01-31T05:06:02Z,Windows,Windows 10,Workstation,10.132.46.229,110.164.235.140,b0-83-fe-ae-5d-75,7.27.19909.0,"Client,uninstall-group","SensorGroupingTags/afsc-O5,SensorGroupingTags/Outsite,SensorGroupingTags/Client",aor,"Recommended policy
03 Apr 25 01:25 UTC","uninstall
09 Oct 25 02:00 UTC","platform_default
17 Apr 25 01:40 UTC","Default Policy (Windows, Linux, Mac, ChromeOS, K8S)
31 Jan 25 05:09 UTC"
DIV07-05TANTAN,27486eb849c44710a98a2950d5ac91b6,2025-12-09T01:53:32Z,2025-01-31T05:02:49Z,Windows,Windows 10,Workstation,10.132.46.50,110.164.235.151,48-4d-7e-c3-64-3f,7.27.19909.0,"Client,uninstall-group","SensorGroupingTags/afsc-O5,SensorGroupingTags/Outsite,SensorGroupingTags/Client",tanny,"Recommended policy
03 Apr 25 00:08 UTC","uninstall
09 Oct 25 02:03 UTC","platform_default
17 Apr 25 00:47 UTC","Default Policy (Windows, Linux, Mac, ChromeOS, K8S)
31 Jan 25 05:08 UTC"
DOC02,dea05455405448dabc68e08a7ac0d422,2025-12-09T01:31:46Z,2025-10-14T21:49:23Z,Windows,Windows 11,Workstation,192.168.100.113,1.179.227.60,d0-46-0c-85-31-07,7.20.19011.0,uninstall-group,,patiphan.w,"platform_default
14 Oct 25 21:52 UTC","uninstall
14 Oct 25 21:52 UTC","platform_default
14 Oct 25 21:52 UTC","Default Policy (Windows, Linux, Mac, ChromeOS, K8S)
14 Oct 25 21:52 UTC"
DOC03,de7ce4cb866944828c4a2e0a6528240c,2025-11-25T01:54:03Z,2025-10-28T10:35:04Z,Windows,Windows 11,Workstation,192.168.100.130,1.179.227.60,d0-46-0c-85-64-b9,7.29.20108.0,,,patiphan.w,"platform_default
28 Oct 25 19:03 UTC","platform_default
14 Nov 25 02:50 UTC","platform_default
28 Oct 25 10:39 UTC","Default Policy (Windows, Linux, Mac, ChromeOS, K8S)
28 Oct 25 10:39 UTC"
DOC04,37de59e2a08040fcb579a15676e465c2,2025-12-09T01:45:11Z,2025-10-22T08:52:19Z,Windows,Windows 11,Workstation,192.168.100.101,1.179.227.60,d0-46-0c-85-32-96,7.20.19011.0,uninstall-group,,nuttawat.y,"platform_default
22 Oct 25 09:00 UTC","uninstall
22 Oct 25 08:55 UTC","platform_default
22 Oct 25 08:54 UTC","Default Policy (Windows, Linux, Mac, ChromeOS, K8S)
22 Oct 25 08:55 UTC"
DOC06,d9a4e3ae363c4ed391e27fbb70540e15,2025-12-08T03:46:46Z,2025-10-14T08:27:49Z,Windows,Windows 11,Workstation,192.168.100.125,1.179.227.60,d0-46-0c-85-2c-e1,7.20.19011.0,uninstall-group,,nattapat.j,"platform_default
14 Oct 25 08:34 UTC","uninstall
14 Oct 25 08:34 UTC","platform_default
14 Oct 25 08:33 UTC","Default Policy (Windows, Linux, Mac, ChromeOS, K8S)
14 Oct 25 08:34 UTC"
DOC07,e473a35099df4d999301e43f73b9cdc6,2025-12-09T01:45:53Z,2025-10-14T08:20:59Z,Windows,Windows 11,Workstation,10.134.255.251,1.179.227.60,00-09-0f-aa-00-01,7.20.19011.0,uninstall-group,,thanakrit.w,"platform_default
14 Oct 25 08:23 UTC","uninstall
14 Oct 25 08:23 UTC","platform_default
14 Oct 25 08:22 UTC","Default Policy (Windows, Linux, Mac, ChromeOS, K8S)
14 Oct 25 08:23 UTC"
DOC08,ff75936c45f74eab848db03493540ea7,2025-12-09T01:27:31Z,2025-11-06T01:35:51Z,Windows,Windows 11,Workstation,192.168.100.139,1.179.227.60,d0-46-0c-85-64-ba,7.20.19011.0,uninstall-group,,pawares.b,"platform_default
06 Nov 25 01:45 UTC","uninstall
06 Nov 25 01:41 UTC","platform_default
06 Nov 25 01:39 UTC","Default Policy (Windows, Linux, Mac, ChromeOS, K8S)
06 Nov 25 01:41 UTC"
DOC09,5970f0196db5459e960d093f1e11bd54,2025-11-22T15:10:43Z,2025-10-20T01:31:56Z,Windows,Windows 11,Workstation,192.168.100.126,1.179.227.60,d0-46-0c-85-63-3d,7.20.19011.0,uninstall-group,,rtarf user,"platform_default
20 Oct 25 01:41 UTC","uninstall
20 Oct 25 01:37 UTC","platform_default
20 Oct 25 01:34 UTC","Default Policy (Windows, Linux, Mac, ChromeOS, K8S)
20 Oct 25 01:37 UTC"
DOC11,496d1f2e93a344e0be8669a986105226,2025-11-18T03:39:17Z,2025-10-30T10:35:15Z,Windows,Windows 11,Workstation,192.168.88.1,1.179.227.60,00-50-56-c0-00-01,7.20.19011.0,uninstall-group,,AdminPack,"platform_default
30 Oct 25 10:45 UTC","uninstall
30 Oct 25 10:40 UTC","platform_default
30 Oct 25 10:39 UTC","Default Policy (Windows, Linux, Mac, ChromeOS, K8S)
30 Oct 25 10:40 UTC"
DOC14,3846f147239942d598fb95bc325b8a3e,2025-12-08T12:40:51Z,2025-10-28T07:53:28Z,Windows,Windows 11,Workstation,172.16.0.2,1.179.227.60,d0-46-0c-85-30-7c,7.20.19011.0,uninstall-group,,chayanon.th,"platform_default
28 Oct 25 08:08 UTC","uninstall
28 Oct 25 07:56 UTC","platform_default
28 Oct 25 07:56 UTC","Default Policy (Windows, Linux, Mac, ChromeOS, K8S)
28 Oct 25 07:56 UTC"
DOC14,7d394aa282904d1e8923b95679dd5d91,2025-10-28T03:00:43Z,2025-10-16T02:10:15Z,Windows,Windows 11,Workstation,10.134.255.83,1.179.227.60,00-09-0f-aa-00-01,7.20.19011.0,uninstall-group,,pawares.b,"platform_default
16 Oct 25 02:20 UTC","uninstall
16 Oct 25 02:20 UTC","platform_default
16 Oct 25 02:20 UTC","Default Policy (Windows, Linux, Mac, ChromeOS, K8S)
16 Oct 25 02:20 UTC"
DON,7534f09940b54f83bb09170e0e46cec6,2025-12-09T01:58:05Z,2025-02-04T06:32:39Z,Windows,Windows 10,Workstation,10.100.124.191,1.179.227.152,00-24-81-a0-98-7d,7.27.19907.0,"Client,uninstall-group","SensorGroupingTags/J1-J-B0-fl2,SensorGroupingTags/Insite,SensorGroupingTags/Client",admin,"Recommended policy
03 Apr 25 01:59 UTC","uninstall
09 Oct 25 02:12 UTC","platform_default
17 Apr 25 04:59 UTC","Default Policy (Windows, Linux, Mac, ChromeOS, K8S)
04 Feb 25 06:33 UTC"
DORDP-002,2e05a8876f8042be90ed23583ce8a269,2025-12-01T04:36:05Z,2025-10-06T06:23:31Z,Windows,Windows 11,Workstation,10.104.195.201,110.164.235.154,d0-f4-05-38-26-76,7.27.19907.0,"Client,uninstall-group","SensorGroupingTags/AD,SensorGroupingTags/Insite,SensorGroupingTags/Client",donnaya.s,"Recommended policy
07 Nov 25 07:15 UTC","uninstall
07 Nov 25 04:06 UTC","platform_default
06 Oct 25 06:26 UTC","Default Policy (Windows, Linux, Mac, ChromeOS, K8S)
06 Oct 25 06:29 UTC"
DR_JUNE,d6bb12abdacb412aba5133a70cb84068,2025-12-09T01:35:20Z,2025-02-11T04:01:28Z,Windows,Windows 11,Workstation,10.99.100.34,202.28.212.70,3c-64-cf-8a-6b-d8,7.27.19907.0,"Client,uninstall-group","SensorGroupingTags/jwc-O11,SensorGroupingTags/Outsite,SensorGroupingTags/Client",DR.JunE,"Recommended policy
02 Apr 25 10:39 UTC","uninstall
09 Oct 25 02:47 UTC","platform_default
21 Apr 25 00:48 UTC","Default Policy (Windows, Linux, Mac, ChromeOS, K8S)
11 Feb 25 04:03 UTC"
DUMRONG,4251c440b9b74d72891faacc4ee2b1b0,2025-12-08T10:14:10Z,2024-12-24T03:22:26Z,Windows,Windows 11,Workstation,192.168.32.1,1.179.227.143,00-50-56-c0-00-08,7.27.19907.0,"Client,uninstall-group","SensorGroupingTags/RCC-J-B7-fl12378,SensorGroupingTags/Insite,SensorGroupingTags/Client",dumrong.m,"Recommended policy
02 Apr 25 10:18 UTC","uninstall
24 Sep 25 02:32 UTC","platform_default
17 Apr 25 00:21 UTC","Default Policy (Windows, Linux, Mac, ChromeOS, K8S)
24 Dec 24 03:26 UTC"
EDU999,7fd9396458464b13847e179981bd8396,2025-12-08T08:28:01Z,2025-02-07T03:13:17Z,Windows,Windows 11,Workstation,10.134.48.183,110.164.235.160,6c-2f-80-17-28-98,7.27.19909.0,"Client,uninstall-group","SensorGroupingTags/ndsi-O9,SensorGroupingTags/Outsite,SensorGroupingTags/Client",EDU99,"Recommended policy
04 Apr 25 00:58 UTC","uninstall
09 Oct 25 01:58 UTC","platform_default
21 Apr 25 01:26 UTC","Default Policy (Windows, Linux, Mac, ChromeOS, K8S)
07 Feb 25 03:14 UTC"
EDU_NDSI,dfd96a6aa44944bdbfea013a58465437,2025-12-09T02:04:59Z,2025-02-07T03:20:31Z,Windows,Windows 11,Workstation,192.168.171.184,125.24.252.28,ec-91-61-9e-43-1d,7.27.19907.0,"Client,uninstall-group","SensorGroupingTags/ndsi-O9,SensorGroupingTags/Outsite,SensorGroupingTags/Client",edu_ndsi@hotmail.com,"Recommended policy
26 Aug 25 01:33 UTC","uninstall
10 Oct 25 00:22 UTC","platform_default
17 Apr 25 00:41 UTC","Default Policy (Windows, Linux, Mac, ChromeOS, K8S)
07 Feb 25 03:23 UTC"
ENGINEER004,66ad90e9161d4cd1a1ba052053ff07df,2025-12-09T01:57:28Z,2025-02-10T03:15:53Z,Windows,Windows 10,Workstation,10.130.208.182,110.164.235.135,18-66-da-41-63-ce,7.27.19907.0,"Client,uninstall-group","SensorGroupingTags/J6-J-B7-fl456,SensorGroupingTags/Insite,SensorGroupingTags/Client",PC,"Recommended policy
02 Apr 25 10:10 UTC","uninstall
09 Oct 25 03:26 UTC","platform_default
21 Apr 25 02:13 UTC","Default Policy (Windows, Linux, Mac, ChromeOS, K8S)
10 Feb 25 03:17 UTC"
ENGINEERING002,5c1b0f25f52d42eda947a0382a02a441,2025-12-09T01:59:26Z,2025-02-10T03:21:54Z,Windows,Windows 10,Workstation,10.130.208.180,110.164.235.171,48-4d-7e-de-e5-98,7.27.19907.0,"Client,uninstall-group","SensorGroupingTags/J6-J-B7-fl456,SensorGroupingTags/Insite,SensorGroupingTags/Client",PC,"Recommended policy
03 Apr 25 05:20 UTC","uninstall
09 Oct 25 08:10 UTC","platform_default
22 Apr 25 07:38 UTC","Default Policy (Windows, Linux, Mac, ChromeOS, K8S)
10 Feb 25 03:22 UTC"
FAEY,6a66ac262a7a425a870fa430ef63c4ef,2025-12-09T01:56:14Z,2025-01-21T06:48:11Z,Windows,Windows 11,Workstation,10.104.103.70,1.179.227.139,bc-ec-a0-3c-2a-0f,7.27.19907.0,"Client,uninstall-group","SensorGroupingTags/J2-J-B0-fl3,SensorGroupingTags/Insite,SensorGroupingTags/Client",MOD,"Recommended policy
05 Sep 25 01:38 UTC","uninstall
22 Oct 25 08:28 UTC","platform_default
17 Apr 25 04:30 UTC","Default Policy (Windows, Linux, Mac, ChromeOS, K8S)
21 Jan 25 06:50 UTC"
