Endpoint Name	Endpoint Type	Endpoint Status	Operating System	Agent Version	IP Address	IPv6 Address	User	Endpoint Alias	Last Seen	Content Version	Assigned Prevention Policy	Assigned Extensions Policy	Tags	Active Directory	Last Upgrade Status	Last Upgrade Status Time	Last Upgrade Failure Reason	Last Upgrade Source	Linux Operation Mode	IT Metrics Collection	Last Certificate Enforcement Fallback	Cluster Name	Cloud Provider	Cloud Region	Cloud Provider Account ID	Cloud Instance ID
J5-030643-003	Workstation	Disconnected	Windows 10	8.9.0.14028	10.104.107.122				Dec 8th 2025 16:15:44	2060-26856	Windows - RCC - Block Mode policy For Phase 2	Windows Default	{'server_tags': ['J5-B6', 'Phase2'], 'endpoint_tags': []}	rtarf.local/6000000000, rtarf.local/domain computers, rtarf.local/adauditplusws, rtarf.local/6000000000/6170000000, rtarf.local/6000000000/6170000000/computers	No Upgrade					Disabled			On Prem			
J5-030643-005	Workstation	Disconnected	Windows 10	8.9.0.14028	10.104.107.235		rtarf.mi.th\trongchanok.s		Dec 4th 2025 15:48:14	2060-26856	Windows - RCC - Block Mode policy For Phase 2	Windows Default	{'server_tags': ['J5-B6', 'Phase2', 'SlowDown'], 'endpoint_tags': []}	rtarf.local/networkaccess, rtarf.local/g_center_calendar10, rtarf.local/domain users, rtarf.local/stafflan, rtarf.local/6000000000, rtarf.local/staffwifi-users, rtarf.local/networkauthen, rtarf.local/1-old ous/sharepoint/central calendar_ou, rtarf.local/g_center_calendar09, rtarf.local/users, rtarf.local/1-old ous/sharepoint, rtarf.local/networkaccess/iamauthen-users, rtarf.local/1-old ous, rtarf.local/1-old ous/sharepoint/test2013, rtarf.local/domain computers, rtarf.local/g_center_calendar_view, rtarf.local/networkaccess/arubawifi-users, rtarf.local/vpn_group, rtarf.local/1-distribution groups, rtarf.local/1-ecm, rtarf.local/adauditplusws, rtarf.local/6000000000/6170000000, rtarf.local/6000000000/6170000000/computers, rtarf.local/6000000000/6170000000/users, rtarf.local/j5ecm, rtarf.local/กร.ทหาร (น.สัญญาบัตร), rtarf.local/vpn.j5	No Upgrade					Disabled			On Prem			
J5-030643-007	Workstation	Disconnected	Windows 10	8.9.0.14028	10.104.107.113		N/A\PDRD		Nov 24th 2025 15:44:51	2040-26026	Windows - RCC - Block Mode policy For Phase 2	Windows Default	{'server_tags': ['J5-B6', 'Phase2', 'SlowDown'], 'endpoint_tags': []}		No Upgrade					Disabled			On Prem			
J5-030643-008	Workstation	Disconnected	Windows 11	8.9.0.14028	10.104.107.116				Dec 8th 2025 16:07:43	2060-26856	Windows - RCC - Block Mode policy For Phase 2	Windows Default	{'server_tags': ['J5-B6', 'Phase2'], 'endpoint_tags': []}	rtarf.local/6000000000, rtarf.local/domain computers, rtarf.local/adauditplusws, rtarf.local/6000000000/6170000000, rtarf.local/6000000000/6170000000/computers	No Upgrade					Disabled			On Prem			
J5-030643-010	Workstation	Disconnected	Windows 11	8.9.0.14028	10.104.107.126				Dec 8th 2025 16:09:28	2060-26856	Windows - RCC - Block Mode policy For Phase 2	Windows Default	{'server_tags': ['J5-B6', 'Phase2'], 'endpoint_tags': []}	rtarf.local/6000000000, rtarf.local/domain computers, rtarf.local/adauditplusws, rtarf.local/6000000000/6170000000, rtarf.local/6000000000/6170000000/computers	No Upgrade					Disabled			On Prem			
J5-030643-014	Workstation	Disconnected	Windows 10	8.9.0.14028	10.104.107.115		rtarf.mi.th\thanapol.s		Dec 8th 2025 16:21:43	2060-26856	Windows - RCC - Block Mode policy For Phase 2	Windows Default	{'server_tags': ['J5-B6', 'Phase2'], 'endpoint_tags': []}	rtarf.local/networkaccess, rtarf.local/g_center_calendar10, rtarf.local/domain users, rtarf.local/stafflan, rtarf.local/6000000000, rtarf.local/staffwifi-users, rtarf.local/networkauthen, rtarf.local/1-old ous/sharepoint/central calendar_ou, rtarf.local/g_center_calendar09, rtarf.local/users, rtarf.local/1-old ous/sharepoint, rtarf.local/networkaccess/iamauthen-users, rtarf.local/1-old ous, rtarf.local/1-old ous/sharepoint/test2013, rtarf.local/domain computers, rtarf.local/g_center_calendar_view, rtarf.local/networkaccess/arubawifi-users, rtarf.local/1-distribution groups, rtarf.local/1-ecm, rtarf.local/adauditplusws, rtarf.local/6000000000/6170000000, rtarf.local/6000000000/6170000000/computers, rtarf.local/6000000000/6170000000/users, rtarf.local/j5ecm, rtarf.local/กำลังพล-กบภ.สกร.กร.ทหาร	No Upgrade					Disabled			On Prem			
J5-030643-015	Workstation	Disconnected	Windows 10	8.9.0.14028	10.104.107.100				Dec 8th 2025 16:15:14	2060-26856	Windows - RCC - Block Mode policy For Phase 2	Windows Default	{'server_tags': ['J5-B6', 'Phase2', 'SlowDown'], 'endpoint_tags': []}	rtarf.local/6000000000, rtarf.local/domain computers, rtarf.local/adauditplusws, rtarf.local/6000000000/6170000000, rtarf.local/6000000000/6170000000/computers	No Upgrade					Disabled			On Prem			
J5-030643-017	Workstation	Disconnected	Windows 10	8.9.0.14028	10.104.107.157				Dec 3rd 2025 06:24:30	2050-26345	Windows - RCC - Block Mode policy For Phase 2	Windows Default	{'server_tags': ['J5-B6', 'Phase2'], 'endpoint_tags': []}	rtarf.local/6000000000, rtarf.local/domain computers, rtarf.local/adauditplusws, rtarf.local/6000000000/6170000000, rtarf.local/6000000000/6170000000/computers	No Upgrade					Disabled			On Prem			
J5-03065-003	Workstation	Connected	Windows 11	8.9.0.14028	10.104.107.143		rtarf.mi.th\kanitta.sri		Dec 9th 2025 09:40:43	2060-26856	Windows - RCC - Block Mode policy For Phase 2	Windows Default	{'server_tags': ['J5-B6', 'Phase2'], 'endpoint_tags': []}	rtarf.local/networkaccess, rtarf.local/g_center_calendar10, rtarf.local/domain users, rtarf.local/stafflan, rtarf.local/6000000000, rtarf.local/staffwifi-users, rtarf.local/networkauthen, rtarf.local/1-old ous/sharepoint/central calendar_ou, rtarf.local/g_center_calendar09, rtarf.local/users, rtarf.local/1-old ous/sharepoint, rtarf.local/networkaccess/iamauthen-users, rtarf.local/1-old ous, rtarf.local/1-old ous/sharepoint/test2013, rtarf.local/domain computers, rtarf.local/g_center_calendar_view, rtarf.local/networkaccess/arubawifi-users, rtarf.local/vpn_group, rtarf.local/1-distribution groups, rtarf.local/1-ecm, rtarf.local/adauditplusws, rtarf.local/6000000000/6170000000, rtarf.local/6000000000/6170000000/computers, rtarf.local/6000000000/6170000000/users, rtarf.local/j5ecm, rtarf.local/กร.ทหาร (น.ประทวน), rtarf.local/vpn.j5	No Upgrade					Disabled			On Prem			
J5-03065-006	Workstation	Disconnected	Windows 10	8.9.0.14028	10.104.107.232				Dec 8th 2025 16:32:18	2060-26856	Windows - RCC - Block Mode policy For Phase 2	Windows Default	{'server_tags': ['J5-B6', 'Phase2', 'SlowDown'], 'endpoint_tags': []}	rtarf.local/6000000000, rtarf.local/domain computers, rtarf.local/adauditplusws, rtarf.local/6000000000/6170000000, rtarf.local/6000000000/6170000000/computers	No Upgrade					Disabled			On Prem			
J5-03065-1004	Workstation	Connected	Windows 11	8.9.0.14028	10.104.107.209		N/A\c030605-01-502		Dec 9th 2025 09:40:56	2060-26856	Windows - RCC - Block Mode policy For Phase 2	Windows Default	{'server_tags': ['J5-B6', 'Phase2'], 'endpoint_tags': []}		No Upgrade					Disabled			On Prem			
J5-030651-004	Workstation	Connected	Windows 10	8.9.0.14028	10.104.107.25		rtarf.mi.th\walaipan.tra		Dec 9th 2025 09:42:08	2060-26856	Windows - RCC - Block Mode policy For Phase 2	Windows Default	{'server_tags': ['J5-B6', 'Phase2', 'SlowDown'], 'endpoint_tags': []}	rtarf.local/networkaccess, rtarf.local/g_center_calendar10, rtarf.local/domain users, rtarf.local/stafflan, rtarf.local/6000000000, rtarf.local/staffwifi-users, rtarf.local/networkauthen, rtarf.local/1-old ous/sharepoint/central calendar_ou, rtarf.local/g_center_calendar09, rtarf.local/users, rtarf.local/1-old ous/sharepoint, rtarf.local/networkaccess/iamauthen-users, rtarf.local/1-old ous, rtarf.local/1-old ous/sharepoint/test2013, rtarf.local/domain computers, rtarf.local/g_center_calendar_view, rtarf.local/networkaccess/arubawifi-users, rtarf.local/1-ecm, rtarf.local/adauditplusws, rtarf.local/6000000000/6170000000, rtarf.local/6000000000/6170000000/computers, rtarf.local/6000000000/6170000000/users, rtarf.local/j5ecm	No Upgrade					Disabled			On Prem			
J5-030651-007	Workstation	Disconnected	Windows 10	8.9.0.14028	10.104.107.74		N/A\RTARF091		Dec 8th 2025 17:36:19	2060-26856	Windows - RCC - Block Mode policy For Phase 2	Windows Default	{'server_tags': ['J5-B6', 'Phase2'], 'endpoint_tags': []}		No Upgrade					Disabled			On Prem			
J5-030651-008	Workstation	Connected	Windows 11	8.9.0.14028	10.104.107.192		N/A\rtarf		Dec 8th 2025 17:57:34	2060-26856	Windows - RCC - Block Mode policy For Phase 2	Windows Default	{'server_tags': ['J5-B6', 'Phase2'], 'endpoint_tags': []}		No Upgrade					Disabled			On Prem			
J5-030651-009	Workstation	Disconnected	Windows 11	8.9.0.14028	10.104.107.188				Dec 8th 2025 17:57:17	2060-26856	Windows - RCC - Block Mode policy For Phase 2	Windows Default	{'server_tags': ['J5-B6', 'Phase2'], 'endpoint_tags': []}		No Upgrade					Disabled			On Prem			
J5-030651-014	Workstation	Connected	Windows 10	8.9.0.14028	10.104.107.168		N/A\RTARF		Dec 9th 2025 09:41:38	2060-26856	Windows - RCC - Block Mode policy For Phase 2	Windows Default	{'server_tags': ['J5-B6', 'Phase2', 'SlowDown'], 'endpoint_tags': []}		No Upgrade					Disabled			On Prem			
J5-030651-015	Workstation	Disconnected	Windows 10	8.9.0.14028	10.104.107.178		rtarf.mi.th\saowalak.k		Dec 8th 2025 16:46:21	2060-26856	Windows - RCC - Block Mode policy For Phase 2	Windows Default	{'server_tags': ['J5-B6', 'Phase2', 'SlowDown'], 'endpoint_tags': []}	rtarf.local/networkaccess, rtarf.local/g_center_calendar10, rtarf.local/domain users, rtarf.local/stafflan, rtarf.local/6000000000, rtarf.local/staffwifi-users, rtarf.local/networkauthen, rtarf.local/1-old ous/sharepoint/central calendar_ou, rtarf.local/g_center_calendar09, rtarf.local/users, rtarf.local/1-old ous/sharepoint, rtarf.local/networkaccess/iamauthen-users, rtarf.local/1-old ous, rtarf.local/1-old ous/sharepoint/test2013, rtarf.local/domain computers, rtarf.local/g_center_calendar_view, rtarf.local/networkaccess/arubawifi-users, rtarf.local/1-ecm, rtarf.local/rdpsccecm, rtarf.local/adauditplusws, rtarf.local/6000000000/6170000000, rtarf.local/6000000000/6170000000/computers, rtarf.local/6000000000/6170000000/users	No Upgrade					Disabled			On Prem			
J5-030652-008	Workstation	Disconnected	Windows 11	8.9.0.14028	10.104.107.80				Nov 20th 2025 15:09:33	2040-26026	Windows - RCC - Block Mode policy For Phase 2	Windows Default	{'server_tags': ['J5-B6', 'Phase2', 'SlowDown'], 'endpoint_tags': []}		No Upgrade					Disabled			On Prem			
J5-030652-009	Workstation	Connected	Windows 11	8.9.0.14028	10.104.107.171		rtarf.mi.th\nuttakan.s		Dec 9th 2025 09:41:15	2060-26856	Windows - RCC - Block Mode policy For Phase 2	Windows Default	{'server_tags': ['J5-B6', 'Phase2'], 'endpoint_tags': []}	rtarf.local/networkaccess, rtarf.local/g_center_calendar10, rtarf.local/domain users, rtarf.local/stafflan, rtarf.local/6000000000, rtarf.local/staffwifi-users, rtarf.local/networkauthen, rtarf.local/1-old ous/sharepoint/central calendar_ou, rtarf.local/g_center_calendar09, rtarf.local/users, rtarf.local/1-old ous/sharepoint, rtarf.local/networkaccess/iamauthen-users, rtarf.local/1-old ous, rtarf.local/1-old ous/sharepoint/test2013, rtarf.local/domain computers, rtarf.local/g_center_calendar_view, rtarf.local/networkaccess/arubawifi-users, rtarf.local/1-distribution groups, rtarf.local/1-ecm, rtarf.local/adauditplusws, rtarf.local/6000000000/6170000000, rtarf.local/6000000000/6170000000/computers, rtarf.local/6000000000/6170000000/users, rtarf.local/j5ecm, rtarf.local/กำลังพล-กปจ.สปส.กร.ทหาร, rtarf.local/กร.ทหาร (น.สัญญาบัตร)	No Upgrade					Disabled			On Prem			
J5-030652-010	Workstation	Disconnected	Windows 10	8.9.0.14028	10.104.107.85				Dec 9th 2025 07:34:30	2060-26856	Windows - RCC - Block Mode policy For Phase 2	Windows Default	{'server_tags': ['J5-B6', 'Phase2', 'SlowDown'], 'endpoint_tags': []}	rtarf.local/6000000000, rtarf.local/domain computers, rtarf.local/adauditplusws, rtarf.local/6000000000/6170000000, rtarf.local/6000000000/6170000000/computers	No Upgrade					Disabled			On Prem			
J5-030652-012	Workstation	Connected	Windows 10	8.9.0.14028	10.104.107.30		N/A\RTARF		Dec 9th 2025 09:42:37	2060-26856	Windows - RCC - Block Mode policy For Phase 2	Windows Default	{'server_tags': ['J5-B6', 'Phase2', 'SlowDown'], 'endpoint_tags': []}		No Upgrade					Disabled			On Prem			
J5-030653-003	Workstation	Disconnected	Windows 10	8.9.0.14028	10.104.107.183				Dec 4th 2025 15:09:18	2060-26856	Windows - RCC - Block Mode policy For Phase 2	Windows Default	{'server_tags': ['J5-B6', 'Phase2'], 'endpoint_tags': []}	rtarf.local/6000000000, rtarf.local/domain computers, rtarf.local/adauditplusws, rtarf.local/6000000000/6170000000, rtarf.local/6000000000/6170000000/computers	No Upgrade					Disabled			On Prem			
j5-030653-007	Workstation	Disconnected	Windows 10	8.9.0.14028	10.104.107.69				Dec 8th 2025 16:22:39	2060-26856	Windows - RCC - Block Mode policy For Phase 2	Windows Default	{'server_tags': ['J5-B6', 'Phase2'], 'endpoint_tags': []}	rtarf.local/6000000000, rtarf.local/domain computers, rtarf.local/adauditplusws, rtarf.local/6000000000/6170000000, rtarf.local/6000000000/6170000000/computers	No Upgrade					Disabled			On Prem			
J5-030653-008	Workstation	Disconnected	Windows 11	8.9.0.14028	10.104.107.131				Dec 8th 2025 16:16:26	2060-26856	Windows - RCC - Block Mode policy For Phase 2	Windows Default	{'server_tags': ['J5-B6', 'Phase2'], 'endpoint_tags': []}	rtarf.local/6000000000, rtarf.local/domain computers, rtarf.local/adauditplusws, rtarf.local/6000000000/6170000000, rtarf.local/6000000000/6170000000/computers	No Upgrade					Disabled			On Prem			
J5-030653-009	Workstation	Disconnected	Windows 10	8.9.0.14028	10.104.107.18		rtarf.mi.th\pornnarin.p		Nov 25th 2025 10:20:56	2040-26026	Windows - RCC - Block Mode policy For Phase 2	Windows Default	{'server_tags': ['J5-B6', 'Phase2'], 'endpoint_tags': []}	rtarf.local/networkaccess, rtarf.local/g_center_calendar10, rtarf.local/domain users, rtarf.local/stafflan, rtarf.local/6000000000, rtarf.local/staffwifi-users, rtarf.local/networkauthen, rtarf.local/1-old ous/sharepoint/central calendar_ou, rtarf.local/g_center_calendar09, rtarf.local/users, rtarf.local/1-old ous/sharepoint, rtarf.local/networkaccess/iamauthen-users, rtarf.local/1-old ous, rtarf.local/1-old ous/sharepoint/test2013, rtarf.local/domain computers, rtarf.local/g_center_calendar_view, rtarf.local/networkaccess/arubawifi-users, rtarf.local/1-distribution groups, rtarf.local/1-ecm, rtarf.local/adauditplusws, rtarf.local/6000000000/6170000000, rtarf.local/6000000000/6170000000/computers, rtarf.local/6000000000/6170000000/users, rtarf.local/j5ecm, rtarf.local/กร.ทหาร (น.สัญญาบัตร), rtarf.local/กำลังพล กสท.สปส.กร.ทหาร	No Upgrade					Disabled			On Prem			
J5-030653-010	Workstation	Connected	Windows 10	8.9.0.14028	10.104.107.53		rtarf.mi.th\napatchaya.la		Dec 9th 2025 09:42:49	2060-26856	Windows - RCC - Block Mode policy For Phase 2	Windows Default	{'server_tags': ['J5-B6', 'Phase2', 'SlowDown'], 'endpoint_tags': []}	rtarf.local/networkaccess, rtarf.local/g_center_calendar10, rtarf.local/domain users, rtarf.local/stafflan, rtarf.local/6000000000, rtarf.local/staffwifi-users, rtarf.local/networkauthen, rtarf.local/1-old ous/sharepoint/central calendar_ou, rtarf.local/g_center_calendar09, rtarf.local/users, rtarf.local/1-old ous/sharepoint, rtarf.local/networkaccess/iamauthen-users, rtarf.local/1-old ous, rtarf.local/1-old ous/sharepoint/test2013, rtarf.local/domain computers, rtarf.local/g_center_calendar_view, rtarf.local/networkaccess/arubawifi-users, rtarf.local/vpn_group, rtarf.local/1-distribution groups, rtarf.local/1-ecm, rtarf.local/adauditplusws, rtarf.local/6000000000/6170000000, rtarf.local/6000000000/6170000000/computers, rtarf.local/6000000000/6170000000/users, rtarf.local/j5ecm, rtarf.local/vpn.j5, rtarf.local/กำลังพล กสท.สปส.กร.ทหาร, rtarf.local/j-2-executive group, rtarf.local/1-old ous/j-2/executive, rtarf.local/1-old ous/j-2	No Upgrade					Disabled			On Prem			
J5-030653-011	Workstation	Connected	Windows 11	8.9.0.14028	10.104.107.139		rtarf.mi.th\yuwarin.pis		Dec 9th 2025 09:42:45	2060-26856	Windows - RCC - Block Mode policy For Phase 2	Windows Default	{'server_tags': ['J5-B6', 'Phase2'], 'endpoint_tags': []}	rtarf.local/networkaccess, rtarf.local/g_center_calendar10, rtarf.local/domain users, rtarf.local/stafflan, rtarf.local/6000000000, rtarf.local/staffwifi-users, rtarf.local/networkauthen, rtarf.local/1-old ous/sharepoint/central calendar_ou, rtarf.local/g_center_calendar09, rtarf.local/users, rtarf.local/1-old ous/sharepoint, rtarf.local/networkaccess/iamauthen-users, rtarf.local/1-old ous, rtarf.local/1-old ous/sharepoint/test2013, rtarf.local/domain computers, rtarf.local/g_center_calendar_view, rtarf.local/networkaccess/arubawifi-users, rtarf.local/1-ecm, rtarf.local/adauditplusws, rtarf.local/6000000000/6170000000, rtarf.local/6000000000/6170000000/computers, rtarf.local/6000000000/6170000000/users, rtarf.local/afapsecm	No Upgrade					Disabled			On Prem			
J5-030653-013	Workstation	Connected	Windows 10	8.9.0.14028	10.104.107.250		rtarf.mi.th\pattharasuda.m		Dec 9th 2025 09:40:29	2060-26856	Windows - RCC - Block Mode policy For Phase 2	Windows Default	{'server_tags': ['J5-B6', 'Phase2', 'SlowDown'], 'endpoint_tags': []}	rtarf.local/networkaccess, rtarf.local/g_center_calendar10, rtarf.local/domain users, rtarf.local/stafflan, rtarf.local/6000000000, rtarf.local/staffwifi-users, rtarf.local/networkauthen, rtarf.local/1-old ous/sharepoint/central calendar_ou, rtarf.local/g_center_calendar09, rtarf.local/users, rtarf.local/1-old ous/sharepoint, rtarf.local/networkaccess/iamauthen-users, rtarf.local/1-old ous, rtarf.local/1-old ous/sharepoint/test2013, rtarf.local/domain computers, rtarf.local/g_center_calendar_view, rtarf.local/networkaccess/arubawifi-users, rtarf.local/vpn_group, rtarf.local/1-joinad-admingroup, rtarf.local/1-distribution groups, rtarf.local/j6 admins group, rtarf.local/1-ecm, rtarf.local/adauditplusws, rtarf.local/6000000000/6170000000, rtarf.local/6000000000/6170000000/computers, rtarf.local/6000000000/6170000000/users, rtarf.local/j5ecm, rtarf.local/กร.ทหาร (น.สัญญาบัตร), rtarf.local/vpn.j5, rtarf.local/กำลังพล กสท.สปส.กร.ทหาร	No Upgrade					Disabled			On Prem			
J5-030654-006	Workstation	Connected	Windows 10	8.9.0.14028	10.104.107.111		rtarf.mi.th\pantaree.b		Dec 9th 2025 09:40:44	2060-26856	Windows - RCC - Block Mode policy For Phase 2	Windows Default	{'server_tags': ['J5-B6', 'Phase2', 'SlowDown'], 'endpoint_tags': []}	rtarf.local/networkaccess, rtarf.local/g_center_calendar10, rtarf.local/domain users, rtarf.local/stafflan, rtarf.local/6000000000, rtarf.local/staffwifi-users, rtarf.local/networkauthen, rtarf.local/1-old ous/sharepoint/central calendar_ou, rtarf.local/g_center_calendar09, rtarf.local/users, rtarf.local/1-old ous/sharepoint, rtarf.local/networkaccess/iamauthen-users, rtarf.local/1-old ous, rtarf.local/1-old ous/sharepoint/test2013, rtarf.local/domain computers, rtarf.local/g_center_calendar_view, rtarf.local/networkaccess/arubawifi-users, rtarf.local/adauditplusws, rtarf.local/6000000000/6170000000, rtarf.local/6000000000/6170000000/computers, rtarf.local/6000000000/6170000000/users	No Upgrade					Disabled			On Prem			
j6-020	Workstation	Disconnected	Windows 11	8.9.0.14028	10.100.238.95		rtarf.mi.th\chanaphatch.l		Nov 27th 2025 15:30:07	2050-26345	Windows - RCC - Block Mode policy For Phase 2	Windows Default	{'server_tags': ['J6-B7', 'Phase2'], 'endpoint_tags': []}	rtarf.local/networkaccess, rtarf.local/g_center_calendar10, rtarf.local/domain users, rtarf.local/stafflan, rtarf.local/6000000000, rtarf.local/staffwifi-users, rtarf.local/networkauthen, rtarf.local/1-old ous/sharepoint/central calendar_ou, rtarf.local/g_center_calendar09, rtarf.local/users, rtarf.local/1-old ous/sharepoint, rtarf.local/networkaccess/iamauthen-users, rtarf.local/1-old ous, rtarf.local/1-old ous/sharepoint/test2013, rtarf.local/domain computers, rtarf.local/g_center_calendar_view, rtarf.local/networkaccess/arubawifi-users, rtarf.local/สหกรณ์ สส.ทหาร, rtarf.local/1-distribution groups, rtarf.local/1-security groups, rtarf.local/ecm, rtarf.local/6000000000/6150000000/6150300000, rtarf.local/6000000000/6150000000, rtarf.local/น.สัญญาบัตร สส.ทหาร, rtarf.local/6000000000/6150000000/officeusers, rtarf.local/adauditplusws, rtarf.local/6000000000/6150000000/6150300000/6150300100/users, rtarf.local/6000000000/6150000000/6150300000/6150300100, rtarf.local/6000000000/6150000000/computers	No Upgrade					Disabled			On Prem			
J6-030710-1-101	Workstation	Disconnected	Windows 10	8.9.0.14028	10.100.238.154				Dec 3rd 2025 10:42:33	2060-26856	Windows - RCC - Block Mode policy For Phase 2	Windows Default	{'server_tags': ['J6-B7', 'Phase2'], 'endpoint_tags': []}	rtarf.local/6000000000, rtarf.local/domain computers, rtarf.local/6000000000/6150000000/6150300000, rtarf.local/6000000000/6150000000, rtarf.local/adauditplusws, rtarf.local/6000000000/6150000000/6150300000/6150300100/computers, rtarf.local/6000000000/6150000000/6150300000/6150300100	No Upgrade					Disabled			On Prem			
J6-030710-1-102	Workstation	Disconnected	Windows 10	8.9.0.14028	10.100.238.171				Dec 8th 2025 15:37:13	2060-26856	Windows - RCC - Block Mode policy For Phase 2	Windows Default	{'server_tags': ['J6-B7', 'Phase2'], 'endpoint_tags': []}	rtarf.local/6000000000, rtarf.local/domain computers, rtarf.local/6000000000/6150000000/6150300000, rtarf.local/6000000000/6150000000, rtarf.local/adauditplusws, rtarf.local/6000000000/6150000000/6150300000/6150300100/computers, rtarf.local/6000000000/6150000000/6150300000/6150300100	No Upgrade					Disabled			On Prem			
J6-030710-1-103	Workstation	Disconnected	Windows 10	8.9.0.14028	10.100.238.164				Dec 3rd 2025 14:59:35	2060-26856	Windows - RCC - Block Mode policy For Phase 2	Windows Default	{'server_tags': ['J6-B7', 'Phase2'], 'endpoint_tags': []}	rtarf.local/6000000000, rtarf.local/domain computers, rtarf.local/6000000000/6150000000/6150300000, rtarf.local/6000000000/6150000000, rtarf.local/adauditplusws, rtarf.local/6000000000/6150000000/6150300000/6150300100/computers, rtarf.local/6000000000/6150000000/6150300000/6150300100	No Upgrade					Disabled			On Prem			
J6-030710-1-106	Workstation	Connected	Windows 10	8.9.0.14028	10.100.238.144		rtarf.mi.th\podjaman.s		Dec 9th 2025 09:41:39	2060-26856	Windows - RCC - Block Mode policy For Phase 2	Windows Default	{'server_tags': ['J6-B7', 'Phase2'], 'endpoint_tags': []}	rtarf.local/networkaccess, rtarf.local/g_center_calendar10, rtarf.local/domain users, rtarf.local/stafflan, rtarf.local/6000000000, rtarf.local/staffwifi-users, rtarf.local/networkauthen, rtarf.local/1-old ous/sharepoint/central calendar_ou, rtarf.local/g_center_calendar09, rtarf.local/users, rtarf.local/1-old ous/sharepoint, rtarf.local/networkaccess/iamauthen-users, rtarf.local/1-old ous, rtarf.local/1-old ous/sharepoint/test2013, rtarf.local/domain computers, rtarf.local/g_center_calendar_view, rtarf.local/networkaccess/arubawifi-users, rtarf.local/vpn_group, rtarf.local/1-security groups, rtarf.local/ecm, rtarf.local/6000000000/6150000000/6150300000, rtarf.local/6000000000/6150000000, rtarf.local/กำลังพล ศทส.สส.ทหาร, rtarf.local/g_korportor, rtarf.local/1-old ous/sharepoint/central calendar_ou/ctrl, rtarf.local/calendar, rtarf.local/members_กปท, rtarf.local/g_control, rtarf.local/1-old ous/sharepoint/sp_กปท, rtarf.local/1-old ous/sharepoint/central calendar_ou/kpt, rtarf.local/น.สัญญาบัตร สส.ทหาร, rtarf.local/6000000000/6150000000/officeusers, rtarf.local/adauditplusws, rtarf.local/vpn.mitc, rtarf.local/ธุรการ_กปท, rtarf.local/6000000000/6150000000/6150300000/6150300100/computers, rtarf.local/กำลังพล กธก.ศทส.สส.ทหาร, rtarf.local/6000000000/6150000000/6150300000/6150300100/users, rtarf.local/6000000000/6150000000/6150300000/6150300100, rtarf.local/ประจำ_กปท, rtarf.local/ประจำ_กปท ฯ	No Upgrade					Disabled			On Prem			
J6-030710-1-201	Workstation	Disconnected	Windows 10	8.9.0.14028	10.100.238.147		rtarf.mi.th\tapakon.o		Dec 4th 2025 12:34:08	2060-26856	Windows - RCC - Block Mode policy For Phase 2	Windows Default	{'server_tags': ['J6-B7', 'Phase2'], 'endpoint_tags': []}	rtarf.local/networkaccess, rtarf.local/g_center_calendar10, rtarf.local/domain users, rtarf.local/stafflan, rtarf.local/6000000000, rtarf.local/staffwifi-users, rtarf.local/networkauthen, rtarf.local/1-old ous/sharepoint/central calendar_ou, rtarf.local/g_center_calendar09, rtarf.local/users, rtarf.local/1-old ous/sharepoint, rtarf.local/networkaccess/iamauthen-users, rtarf.local/1-old ous, rtarf.local/1-old ous/sharepoint/test2013, rtarf.local/domain computers, rtarf.local/g_center_calendar_view, rtarf.local/networkaccess/arubawifi-users, rtarf.local/สหกรณ์ สส.ทหาร, rtarf.local/1-distribution groups, rtarf.local/1-security groups, rtarf.local/ecm, rtarf.local/6000000000/6150000000/6150300000, rtarf.local/6000000000/6150000000, rtarf.local/digital_hq_j61, rtarf.local/1-old ous/j-6, rtarf.local/doconline, rtarf.local/กำลังพล ศทส.สส.ทหาร, rtarf.local/calendar, rtarf.local/น.สัญญาบัตร สส.ทหาร, rtarf.local/6000000000/6150000000/officeusers, rtarf.local/adauditplusws, rtarf.local/6000000000/6150000000/6150300000/6150300100/computers, rtarf.local/กำลังพล กธก.ศทส.สส.ทหาร, rtarf.local/6000000000/6150000000/6150300000/6150300100/users, rtarf.local/6000000000/6150000000/6150300000/6150300100, rtarf.local/กธก.ศทส.สส.ทหาร, rtarf.local/1-old ous/j-6/j6disk-ou, rtarf.local/pcdj-6 group, rtarf.local/1-old ous/j-6/pcdj-6	No Upgrade					Disabled			On Prem			
